REF_AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,TIME_PERIOD,OBS_VALUE
Sri Lanka,Female,All age ranges or no breakdown by age,Total,2016,55.90143966674805
Sri Lanka,Total,All age ranges or no breakdown by age,Total,2016,55.52613830566406
Sri Lanka,Total,15 to 29 years old,Total,2019,98.8174057006836
Sri Lanka,Total,30 to 59 years old,Total,2019,87.96249389648438
Eswatini,Total,15 to 29 years old,Total,2016,79.86936950683594
Eswatini,Total,All age ranges or no breakdown by age,Total,2016,48.44878005981445
Eswatini,Female,All age ranges or no breakdown by age,Total,2016,50.996089935302734
Eswatini,Total,All age ranges or no breakdown by age,Rural area,2016,43.309600830078125
Eswatini,Total,60 years old and over,Total,2016,31.17137908935547
Eswatini,Male,All age ranges or no breakdown by age,Total,2016,45.61822891235352
Eswatini,Total,30 to 59 years old,Total,2016,72.33712768554688
Eswatini,Total,All age ranges or no breakdown by age,Urban area,2016,66.67485046386719
Eswatini,Total,15 to 24 years old,Total,2016,78.88915252685547
Eswatini,Total,25 years old and over,Total,2016,67.04277038574219
Sao Tome and Principe,Total,All age ranges or no breakdown by age,Urban area,2017,46.60757064819336
Sao Tome and Principe,Total,All age ranges or no breakdown by age,Total,2017,47.44905090332031
Sao Tome and Principe,Total,25 years old and over,Total,2017,43.26919937133789
Sao Tome and Principe,Male,All age ranges or no breakdown by age,Total,2017,50.18876647949219
Sao Tome and Principe,Female,All age ranges or no breakdown by age,Total,2017,44.75502395629883
Sao Tome and Principe,Total,30 to 59 years old,Total,2017,43.69741439819336
Sao Tome and Principe,Total,All age ranges or no breakdown by age,Rural area,2017,48.902339935302734
Sao Tome and Principe,Total,60 years old and over,Total,2017,10.62355899810791
Sao Tome and Principe,Total,15 to 24 years old,Total,2017,84.54095458984375
Sao Tome and Principe,Total,15 to 29 years old,Total,2017,77.80059814453125
Tajikistan,Total,All age ranges or no breakdown by age,Urban area,2015,71.51740264892578
Tajikistan,Total,15 to 24 years old,Total,2015,95.3203582763672
Tajikistan,Female,All age ranges or no breakdown by age,Total,2015,67.51349639892578
Tajikistan,Total,30 to 59 years old,Total,2015,95.90884399414062
Tajikistan,Male,All age ranges or no breakdown by age,Total,2015,70.90612030029297
Tajikistan,Total,25 years old and over,Total,2015,93.41400909423828
Tajikistan,Total,15 to 29 years old,Total,2015,94.61254119873048
Tajikistan,Total,All age ranges or no breakdown by age,Rural area,2015,68.3751220703125
Tajikistan,Total,All age ranges or no breakdown by age,Total,2015,69.20880889892578
Tajikistan,Total,60 years old and over,Total,2015,81.66898345947266
Tanzania,Male,All age ranges or no breakdown by age,Total,2018,49.334251403808594
Tanzania,Total,All age ranges or no breakdown by age,Rural area,2018,40.59054565429688
Tanzania,Total,30 to 59 years old,Total,2018,70.70433807373047
Tanzania,Total,All age ranges or no breakdown by age,Total,2018,48.36585998535156
Tanzania,Total,15 to 29 years old,Total,2018,76.38935089111328
Tanzania,Female,All age ranges or no breakdown by age,Total,2018,47.48870468139648
Tanzania,Total,15 to 24 years old,Total,2018,76.14473724365234
Tanzania,Total,All age ranges or no breakdown by age,Urban area,2018,64.50422668457031
Tanzania,Total,60 years old and over,Total,2018,26.94324493408203
Tanzania,Total,25 years old and over,Total,2018,64.37029266357422
Thailand,Total,All age ranges or no breakdown by age,Total,2021,61.043434143066406
Thailand,Total,60 years old and over,Total,2018,19.06680679321289
Thailand,Total,30 to 59 years old,Total,2021,83.52203369140625
Thailand,Total,All age ranges or no breakdown by age,Rural area,2018,51.61757659912109
Thailand,Male,All age ranges or no breakdown by age,Total,2018,60.49128723144531
Thailand,Total,30 to 59 years old,Total,2018,77.75213623046875
Thailand,Total,15 to 24 years old,Total,2021,97.7738800048828
Thailand,Total,All age ranges or no breakdown by age,Urban area,2018,65.47517395019531
Thailand,Total,All age ranges or no breakdown by age,Total,2018,57.70198059082031
Thailand,Total,60 years old and over,Total,2021,23.67460060119629
Thailand,Total,All age ranges or no breakdown by age,Urban area,2021,68.24483489990234
Thailand,Total,25 years old and over,Total,2021,65.12991333007812
Thailand,Total,15 to 24 years old,Total,2018,96.34855651855467
Thailand,Female,All age ranges or no breakdown by age,Total,2018,55.13462448120117
Thailand,Total,15 to 29 years old,Total,2021,96.85604858398438
Thailand,Total,All age ranges or no breakdown by age,Rural area,2021,55.554931640625
Thailand,Total,15 to 29 years old,Total,2018,95.29436492919922
Thailand,Total,25 years old and over,Total,2018,61.72240447998047
"Gambia, The",Total,15 to 24 years old,Total,2015,61.90898895263672
"Gambia, The",Male,All age ranges or no breakdown by age,Total,2020,28.684860229492188
"Gambia, The",Total,All age ranges or no breakdown by age,Total,2015,26.358184814453125
"Gambia, The",Male,All age ranges or no breakdown by age,Total,2015,28.256532669067383
"Gambia, The",Female,All age ranges or no breakdown by age,Total,2015,24.63363647460937
"Gambia, The",Total,60 years old and over,Total,2015,11.444095611572266
"Gambia, The",Total,All age ranges or no breakdown by age,Rural area,2015,14.11395263671875
"Gambia, The",Total,All age ranges or no breakdown by age,Total,2020,27.41561508178711
"Gambia, The",Total,15 to 24 years old,Total,2020,54.37408065795898
"Gambia, The",Total,All age ranges or no breakdown by age,Rural area,2020,14.891545295715332
"Gambia, The",Total,60 years old and over,Total,2020,14.150423049926758
"Gambia, The",Total,25 years old and over,Total,2015,34.124366760253906
"Gambia, The",Total,15 to 29 years old,Total,2015,58.85093307495117
"Gambia, The",Total,30 to 59 years old,Total,2015,32.71357727050781
"Gambia, The",Total,All age ranges or no breakdown by age,Urban area,2015,36.4094352722168
"Gambia, The",Total,15 to 29 years old,Total,2020,53.46726608276367
"Gambia, The",Total,All age ranges or no breakdown by age,Urban area,2020,37.49692916870117
"Gambia, The",Female,All age ranges or no breakdown by age,Total,2020,26.274356842041016
"Gambia, The",Total,25 years old and over,Total,2020,34.751399993896484
"Gambia, The",Total,30 to 59 years old,Total,2020,33.75070571899414
Togo,Total,All age ranges or no breakdown by age,Rural area,2018,22.4531478881836
Togo,Total,60 years old and over,Total,2018,17.32421875
Togo,Female,All age ranges or no breakdown by age,Total,2018,27.588712692260746
Togo,Total,15 to 29 years old,Total,2018,66.6556396484375
Togo,Total,25 years old and over,Total,2018,37.98504638671875
Togo,Total,30 to 59 years old,Total,2018,37.30256271362305
Togo,Total,All age ranges or no breakdown by age,Urban area,2018,51.0854377746582
Togo,Total,15 to 24 years old,Total,2018,71.18817138671875
Togo,Male,All age ranges or no breakdown by age,Total,2018,41.632137298583984
Togo,Total,All age ranges or no breakdown by age,Total,2018,34.27169418334961
Tonga,Total,30 to 59 years old,Total,2015,97.68685913085938
Tonga,Total,All age ranges or no breakdown by age,Urban area,2015,98.04927825927734
Tonga,Total,25 years old and over,Total,2015,96.4628677368164
Tonga,Female,All age ranges or no breakdown by age,Total,2015,96.88488006591795
Tonga,Total,60 years old and over,Total,2015,91.45333099365234
Tonga,Total,All age ranges or no breakdown by age,Rural area,2015,96.44294738769533
Tonga,Total,All age ranges or no breakdown by age,Total,2015,96.81891632080078
Tonga,Total,15 to 29 years old,Total,2015,98.86383056640624
Tonga,Total,15 to 24 years old,Total,2015,99.0234603881836
Tonga,Male,All age ranges or no breakdown by age,Total,2015,96.74795532226562
Tunisia,Female,All age ranges or no breakdown by age,Total,2015,52.12070846557617
Tunisia,Total,25 years old and over,Total,2015,61.87052154541016
Tunisia,Male,All age ranges or no breakdown by age,Total,2015,50.849700927734375
Tunisia,Total,All age ranges or no breakdown by age,Urban area,2015,56.83952713012695
Tunisia,Total,15 to 29 years old,Total,2015,70.55948638916016
Tunisia,Total,All age ranges or no breakdown by age,Total,2015,51.44870376586914
Tunisia,Total,All age ranges or no breakdown by age,Rural area,2015,36.97646713256836
Tunisia,Total,60 years old and over,Total,2015,55.07257080078125
Tunisia,Total,15 to 24 years old,Total,2015,72.16327667236328
Tunisia,Total,30 to 59 years old,Total,2015,62.091739654541016
Turkiye,Total,25 years old and over,Total,2018,84.26045227050781
Turkiye,Total,60 years old and over,Total,2018,62.52524948120117
Turkiye,Female,All age ranges or no breakdown by age,Total,2018,75.1328353881836
Turkiye,Total,All age ranges or no breakdown by age,Total,2019,80.453369140625
Turkiye,Total,30 to 59 years old,Total,2018,89.81816101074219
Turkiye,Total,25 years old and over,Total,2019,84.52972412109375
Turkiye,Total,All age ranges or no breakdown by age,Total,2018,80.43457794189453
Turkiye,Male,All age ranges or no breakdown by age,Total,2019,85.89572143554688
Turkiye,Total,15 to 24 years old,Total,2019,96.28070831298828
Turkiye,Total,15 to 29 years old,Total,2019,94.7286148071289
Turkiye,Female,All age ranges or no breakdown by age,Total,2019,75.06764221191406
Turkiye,Total,15 to 29 years old,Total,2018,94.4110107421875
Turkiye,Male,All age ranges or no breakdown by age,Total,2018,85.77964782714844
Turkiye,Total,15 to 24 years old,Total,2018,95.74337005615234
Turkiye,Total,30 to 59 years old,Total,2019,89.56783294677734
Turkiye,Total,60 years old and over,Total,2019,65.10655212402344
Uganda,Male,All age ranges or no breakdown by age,Total,2019,31.57596969604492
Uganda,Total,15 to 29 years old,Total,2016,51.660400390625
Uganda,Female,All age ranges or no breakdown by age,Total,2019,27.50078773498535
Uganda,Total,30 to 59 years old,Total,2016,45.04351425170898
Uganda,Total,15 to 24 years old,Total,2016,48.352237701416016
Uganda,Male,All age ranges or no breakdown by age,Total,2016,28.836069107055664
Uganda,Total,15 to 24 years old,Total,2019,55.475955963134766
Uganda,Total,All age ranges or no breakdown by age,Total,2016,26.705949783325195
Uganda,Total,All age ranges or no breakdown by age,Rural area,2019,24.142208099365234
Uganda,Total,25 years old and over,Total,2016,45.02555847167969
Uganda,Total,25 years old and over,Total,2019,44.911277770996094
Uganda,Total,60 years old and over,Total,2019,24.52425575256348
Uganda,Total,All age ranges or no breakdown by age,Rural area,2016,21.174606323242188
Uganda,Total,All age ranges or no breakdown by age,Urban area,2019,44.06752014160156
Uganda,Total,All age ranges or no breakdown by age,Urban area,2016,43.78636932373047
Uganda,Female,All age ranges or no breakdown by age,Total,2016,24.74300765991211
Uganda,Total,60 years old and over,Total,2016,21.96458625793457
Uganda,Total,15 to 29 years old,Total,2019,56.85796737670898
Uganda,Total,All age ranges or no breakdown by age,Total,2019,29.45292854309082
Uganda,Total,30 to 59 years old,Total,2019,45.27271270751953
Uruguay,Female,All age ranges or no breakdown by age,Total,2018,78.94805908203125
Uruguay,Total,15 to 24 years old,Total,2021,98.74468994140624
Uruguay,Total,30 to 59 years old,Total,2018,95.71288299560548
Uruguay,Total,All age ranges or no breakdown by age,Total,2018,77.91915130615234
Uruguay,Male,All age ranges or no breakdown by age,Total,2021,77.44209289550781
Uruguay,Total,15 to 29 years old,Total,2021,98.50748443603516
Uruguay,Total,25 years old and over,Total,2021,92.07694244384766
Uruguay,Total,15 to 24 years old,Total,2018,98.29759979248048
Uruguay,Total,30 to 59 years old,Total,2021,96.1660614013672
Uruguay,Total,60 years old and over,Total,2021,82.18086242675781
Uruguay,Total,All age ranges or no breakdown by age,Urban area,2021,78.7176284790039
Uruguay,Total,All age ranges or no breakdown by age,Rural area,2021,76.23339080810547
Uruguay,Female,All age ranges or no breakdown by age,Total,2021,79.66007995605469
Uruguay,Total,15 to 29 years old,Total,2018,98.22698211669922
Uruguay,Total,All age ranges or no breakdown by age,Rural area,2018,74.39759063720703
Uruguay,Total,25 years old and over,Total,2018,91.27325439453124
Uruguay,Total,All age ranges or no breakdown by age,Urban area,2018,78.12547302246094
Uruguay,Total,All age ranges or no breakdown by age,Total,2021,78.58432006835938
Uruguay,Male,All age ranges or no breakdown by age,Total,2018,76.8233413696289
Uruguay,Total,60 years old and over,Total,2018,80.19410705566406
Vanuatu,Total,15 to 24 years old,Total,2019,63.590293884277344
Vanuatu,Total,All age ranges or no breakdown by age,Total,2019,36.85041427612305
Vanuatu,Total,15 to 29 years old,Total,2019,64.27886199951172
Vanuatu,Total,60 years old and over,Total,2019,18.47420310974121
Vanuatu,Total,30 to 59 years old,Total,2019,45.99654006958008
Vanuatu,Total,25 years old and over,Total,2019,45.81314086914063
Vanuatu,Total,All age ranges or no breakdown by age,Rural area,2019,29.141489028930664
Vanuatu,Total,All age ranges or no breakdown by age,Urban area,2019,56.50299072265625
Viet Nam,Male,All age ranges or no breakdown by age,Total,2018,78.24214935302734
Viet Nam,Total,60 years old and over,Total,2018,63.44650268554688
Viet Nam,Total,15 to 29 years old,Total,2018,96.5581512451172
Viet Nam,Total,All age ranges or no breakdown by age,Urban area,2018,82.11888885498047
Viet Nam,Female,All age ranges or no breakdown by age,Total,2018,72.67092895507812
Viet Nam,Total,25 years old and over,Total,2018,80.6741943359375
Viet Nam,Total,All age ranges or no breakdown by age,Total,2018,75.36589813232422
Viet Nam,Total,15 to 24 years old,Total,2018,97.54788208007812
Viet Nam,Total,30 to 59 years old,Total,2018,84.60572814941406
Viet Nam,Total,All age ranges or no breakdown by age,Rural area,2018,71.92481994628906
West Bank and Gaza,Male,All age ranges or no breakdown by age,Total,2016,72.2667007446289
West Bank and Gaza,Total,All age ranges or no breakdown by age,Urban area,2016,71.88140106201172
West Bank and Gaza,Total,15 to 24 years old,Total,2016,97.64974212646484
West Bank and Gaza,Total,25 years old and over,Total,2016,86.2552490234375
West Bank and Gaza,Total,15 to 29 years old,Total,2016,97.35612487792967
West Bank and Gaza,Total,All age ranges or no breakdown by age,Rural area,2016,70.90763092041016
West Bank and Gaza,Total,30 to 59 years old,Total,2016,89.54192352294922
West Bank and Gaza,Total,All age ranges or no breakdown by age,Total,2016,71.4471435546875
West Bank and Gaza,Total,60 years old and over,Total,2016,54.9054069519043
West Bank and Gaza,Female,All age ranges or no breakdown by age,Total,2016,70.60814666748047
Zambia,Total,25 years old and over,Total,2015,56.91133880615234
Zambia,Total,60 years old and over,Total,2015,36.71816635131836
Zambia,Total,15 to 29 years old,Total,2015,69.14348602294922
Zambia,Total,30 to 59 years old,Total,2015,57.19660568237305
Zambia,Male,All age ranges or no breakdown by age,Total,2015,46.3363151550293
Zambia,Total,15 to 24 years old,Total,2015,70.25188446044922
Zambia,Total,All age ranges or no breakdown by age,Rural area,2015,32.38386917114258
Zambia,Total,All age ranges or no breakdown by age,Total,2015,42.95800018310547
Zambia,Female,All age ranges or no breakdown by age,Total,2015,39.76040649414063
Zambia,Total,All age ranges or no breakdown by age,Urban area,2015,57.74638748168945
Zimbabwe,Total,All age ranges or no breakdown by age,Rural area,2017,54.81755828857422
Zimbabwe,Total,15 to 29 years old,Total,2017,91.45767974853516
Zimbabwe,Total,15 to 24 years old,Total,2017,90.8336944580078
Zimbabwe,Total,60 years old and over,Total,2017,49.10085678100586
Zimbabwe,Male,All age ranges or no breakdown by age,Total,2017,61.32540130615234
Zimbabwe,Total,25 years old and over,Total,2017,82.88742065429688
Zimbabwe,Total,All age ranges or no breakdown by age,Total,2017,61.14419555664063
Zimbabwe,Total,30 to 59 years old,Total,2017,87.82515716552734
Zimbabwe,Total,All age ranges or no breakdown by age,Urban area,2017,74.69969177246094
Zimbabwe,Female,All age ranges or no breakdown by age,Total,2017,60.97953796386719
